Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2020-04-09,438.0924072265625,331.4551696777344,546.7088623046875,543.2366943359375,1514.55224609375
2020-04-13,424.0268249511719,319.800537109375,547.697021484375,529.5216674804688,1508.634765625
2020-04-15,408.84832763671875,316.6088562011719,549.1146850585938,512.0215454101562,1487.96826171875
2020-04-16,416.6388854980469,330.77813720703125,536.0538330078125,520.1259765625,1471.5889892578125
2020-04-17,431.10699462890625,363.227294921875,540.2642822265625,545.0401000976562,1548.8966064453125
2020-04-20,447.46942138671875,349.4448547363281,561.3593139648438,553.8570556640625,1559.5728759765625
2020-04-21,436.48223876953125,320.961181640625,544.0880126953125,550.9848022460938,1490.112060546875
2020-04-22,439.7735900878906,324.92669677734375,551.520751953125,607.2031860351562,1517.4248046875
2020-04-23,452.252685546875,341.3688659667969,583.7003173828125,610.453857421875,1610.6824951171875
2020-04-24,444.2491149902344,323.86279296875,565.3978881835938,630.9819946289062,1559.4871826171875
2020-04-27,440.2946472167969,336.4845275878906,571.069091796875,636.659423828125,1574.9658203125
2020-04-28,441.0997009277344,348.0424499511719,567.7178955078125,635.9469604492188,1594.2178955078125
2020-04-29,462.7426452636719,358.2946472167969,581.3373413085938,635.4126586914062,1634.179443359375
2020-04-30,474.4402770996094,367.6763610839844,614.8057861328125,652.8013305664062,1727.480224609375
2020-05-04,437.1215515136719,326.957763671875,578.888427734375,639.0862426757812,1655.4462890625
2020-05-05,431.651611328125,319.9940185546875,578.888427734375,650.4190063476562,1657.4190673828125
2020-05-06,448.2035217285156,330.1978454589844,572.1861572265625,650.4635009765625,1632.4215087890625
2020-05-07,438.0687255859375,325.7004089355469,571.369873046875,671.0361328125,1622.173828125
2020-05-08,439.98675537109375,326.6192626953125,579.3179321289062,695.4605712890625,1623.6746826171875
2020-05-11,433.71173095703125,309.64508056640625,586.7936401367188,702.1400146484375,1659.6053466796875
2020-05-12,426.9631042480469,310.6606750488281,590.8751831054688,658.7014770507812,1671.7825927734375
2020-05-13,439.3237609863281,326.957763671875,596.4603881835938,672.6769409179688,1671.9114990234375
2020-05-14,423.24542236328125,316.6571960449219,565.52685546875,645.4813842773438,1631.3497314453125
2020-05-15,420.6170349121094,312.1114196777344,560.5001220703125,656.0225830078125,1623.245849609375
2020-05-18,396.2272644042969,288.7054748535156,570.4675903320312,647.6389770507812,1668.4383544921875
2020-05-19,393.3857116699219,290.4464111328125,574.506103515625,633.3218994140625,1671.0540771484375
2020-05-20,405.9121398925781,295.6208801269531,575.3224487304688,644.469970703125,1675.298583984375
2020-05-21,407.0724182128906,294.411865234375,577.5994873046875,647.86376953125,1707.5423583984375
2020-05-22,397.2691345214844,281.49993896484375,594.9136962890625,643.5034790039062,1732.5391845703125
2020-05-26,403.686279296875,283.0957946777344,584.7742309570312,640.132080078125,1666.2086181640625
2020-05-27,427.9576416015625,308.38775634765625,606.1701049804688,649.7966918945312,1719.6337890625
2020-05-28,447.65887451171875,316.12530517578125,607.845703125,661.7987060546875,1718.7760009765625
2020-05-29,450.6898498535156,321.05792236328125,601.8360595703125,658.27001953125,1691.377685546875
2020-06-01,467.739013671875,328.118408203125,609.2827758789062,683.42041015625,1753.892578125
2020-06-02,474.0613708496094,336.9681396484375,616.7295532226562,690.3204345703125,1755.52197265625
2020-06-03,484.1251220703125,345.1408996582031,611.0247192382812,692.9951782226562,1759.8223876953125
2020-06-04,474.39288330078125,336.4361877441406,616.4247436523438,710.1441040039062,1798.869140625
2020-06-05,489.3819580078125,345.47943115234375,612.7667236328125,710.9981689453125,1761.6282958984375
2020-06-08,481.11785888671875,347.99407958984375,627.8342895507812,705.5140991210938,1781.8399658203125
2020-06-09,467.5732421875,337.1131896972656,625.003662109375,690.9722290039062,1782.09814453125
2020-06-10,469.7280578613281,341.4172058105469,623.4794311523438,706.705322265625,1813.6624755859375
2020-06-11,458.7171325683594,330.0527648925781,613.1151123046875,691.219482421875,1778.3135986328125
2020-06-12,465.41845703125,332.9059753417969,602.7505493164062,714.1898193359375,1754.102783203125
2020-06-15,449.8373718261719,320.23583984375,598.8312377929688,725.7647705078125,1745.8466796875
2020-06-16,469.0414123535156,331.6969909667969,610.7199096679688,727.1806030273438,1759.521240234375
2020-06-17,463.7608642578125,330.7297668457031,612.8538208007812,726.1243896484375,1761.241455078125
2020-06-18,483.0359191894531,340.4500427246094,621.7810668945312,744.3521728515625,1752.898681640625
2020-06-19,489.3819580078125,351.86279296875,614.508544921875,790.8770141601562,1758.4892578125
2020-06-22,487.2034606933594,355.4897766113281,612.8973999023438,784.9208984375,1744.1688232421875
2020-06-23,493.6205749511719,363.8076171875,627.6600952148438,773.5706787109375,1750.490478515625
2020-06-24,488.97943115234375,336.6780090332031,621.9989013671875,776.6947631835938,1756.4248046875
2020-06-25,487.2034606933594,339.4828186035156,610.1102905273438,772.2221069335938,1733.9771728515625
2020-06-26,500.3218078613281,337.6451721191406,651.6552124023438,782.8980712890625,1822.3492431640625
2020-06-29,509.60418701171875,331.8420715332031,637.3278198242188,774.58203125,1807.5556640625
2020-06-30,504.77362060546875,339.9180908203125,640.98583984375,766.0188598632812,1790.7845458984375
2020-07-01,513.6532592773438,352.1045837402344,637.45849609375,781.07763671875,1799.29931640625
2020-07-02,515.9266357421875,350.9439697265625,658.97119140625,794.524169921875,1855.28955078125
2020-07-03,508.6097106933594,349.15472412109375,664.2843017578125,806.9586791992188,1891.84228515625
2020-07-06,522.367431640625,349.976806640625,665.4163818359375,835.7996826171875,1946.4986572265625
2020-07-07,523.3856201171875,363.7108459472656,691.676025390625,823.0040283203125,1952.2613525390625
2020-07-08,525.8482666015625,356.8438720703125,674.7357177734375,811.5172729492188,1908.398193359375
2020-07-09,532.7625732421875,358.19793701171875,680.8324584960938,823.3651123046875,1895.884765625
2020-07-10,523.36181640625,348.52606201171875,680.9631958007812,847.6473999023438,1911.3658447265625
2020-07-13,511.5932312011719,341.9975280761719,694.2017822265625,873.3514404296875,1909.3447265625
2020-07-14,501.4584655761719,334.211669921875,682.1824340820312,865.2271728515625,1868.0186767578125
2020-07-15,498.7590637207031,334.45343017578125,723.7274169921875,832.2791137695312,1921.2994384765625
2020-07-16,503.2107849121094,333.3411865234375,793.4481811523438,832.0083618164062,1926.3421630859375
2020-07-17,520.2125244140625,342.19097900390625,786.6111450195312,862.8351440429688,1897.0343017578125
2020-07-20,536.5986938476562,351.089111328125,813.7415161132812,866.5361328125,1903.1973876953125
2020-07-21,539.2034301757812,366.37060546875,815.8753662109375,889.8480834960938,1917.9810791015625
2020-07-22,533.4257202148438,368.5951843261719,799.4577026367188,904.4942626953125,1888.5863037109375
2020-07-23,535.3436889648438,379.3793029785156,790.791748046875,928.7765502929688,1871.5623779296875
2020-07-24,529.9920654296875,369.272216796875,803.7691040039062,968.65283203125,1859.6663818359375
2020-07-27,511.2380065917969,346.73675537109375,826.0656127929688,973.1889038085938,1902.249267578125
2020-07-28,514.6242065429688,340.5467834472656,838.607666015625,982.8927612304688,1990.99169921875
2020-07-29,504.18157958984375,339.53118896484375,831.0302124023438,946.311279296875,1961.94287109375
2020-07-30,497.5750732421875,333.63140869140625,837.3883666992188,951.8177490234375,1964.9171142578125
2020-07-31,489.12152099609375,335.4206237792969,841.3511352539062,932.9739990234375,1966.5538330078125
2020-08-03,474.5350036621094,331.98712158203125,833.4253540039062,906.7510375976562,1943.065185546875
2020-08-04,493.312744140625,339.4828186035156,827.28515625,970.661376953125,1939.22900390625
2020-08-05,486.6351318359375,340.6434631347656,822.7996215820312,959.7612915039062,1947.6768798828125
2020-08-06,492.8628234863281,346.97857666015625,845.5753173828125,963.214111328125,1989.5692138671875
2020-08-07,494.3546142578125,346.2048034667969,828.1995849609375,968.7882080078125,1978.578857421875
2020-08-10,497.5750732421875,351.62103271484375,828.5914916992188,956.7825317382812,1967.76123046875
2020-08-11,505.1524658203125,355.2963562011719,826.0656127929688,963.0787963867188,1965.2607421875
2020-08-12,503.7554016113281,354.8127746582031,831.7269897460938,960.2803344726562,1945.8233642578125
2020-08-13,501.5532531738281,355.973388671875,828.4608154296875,957.7755126953125,1943.3236083984375
2020-08-14,489.90289306640625,349.5415344238281,830.5511474609375,954.0518798828125,1932.7205810546875
2020-08-17,489.0978088378906,348.3809814453125,833.947998046875,943.919189453125,1942.418212890625
2020-08-18,500.3455810546875,357.42413330078125,842.7009887695312,956.1957397460938,1956.5115966796875
2020-08-19,505.1287841796875,362.16339111328125,835.515625,962.063232421875,1945.1773681640625
2020-08-20,501.5294189453125,355.6832275390625,831.9011840820312,946.4917602539062,1941.9443359375
2020-08-21,514.1505737304688,358.9716491699219,826.3705444335938,939.6314086914062,1938.280517578125
2020-08-24,529.021240234375,367.86981201171875,825.1512451171875,945.9050903320312,1937.85009765625
2020-08-25,530.2763061523438,373.67291259765625,817.05126953125,939.7442016601562,1933.151611328125
2020-08-26,529.6842651367188,376.5744934082031,828.1124877929688,964.658447265625,1942.504638671875
2020-08-27,526.6769409179688,379.3309631347656,824.8463134765625,952.6075439453125,1938.108154296875
2020-08-28,527.8136596679688,396.25677490234375,814.5690307617188,955.1124877929688,1929.6175537109375
2020-08-31,528.4530029296875,381.6521911621094,808.7770385742188,939.1123657226562,1945.7373046875
2020-09-01,533.87548828125,378.12200927734375,796.1917114257812,942.0686645507812,1936.341064453125
2020-09-02,537.11962890625,379.5243835449219,804.7706909179688,960.5511474609375,1952.546630859375
2020-09-03,535.5805053710938,370.1910400390625,814.8302612304688,953.2845458984375,1982.156005859375
2020-09-04,530.0868530273438,360.32574462890625,800.5465087890625,937.55517578125,1972.933349609375
2020-09-07,525.9192504882812,361.1478271484375,805.6851196289062,939.9924926757812,2005.9044189453125
2020-09-08,526.8427124023438,363.3723449707031,818.0963134765625,951.0278930664062,2024.1356201171875
2020-09-09,519.2890625,355.5381774902344,808.0367431640625,975.5133666992188,2006.421142578125
2020-09-10,516.4712524414062,358.53643798828125,818.7495727539062,1044.410888671875,2009.4383544921875
2020-09-11,510.83551025390625,358.34295654296875,823.6705322265625,1047.0062255859375,2046.4605712890625
2020-09-14,501.0321960449219,351.76611328125,852.1510620117188,1039.2431640625,2147.5732421875
2020-09-15,506.97576904296875,359.3585510253906,855.6784057617188,1046.60009765625,2147.5732421875
2020-09-16,517.9393920898438,362.4051818847656,872.4880981445312,1049.1727294921875,2157.57177734375
2020-09-17,513.1797485351562,356.8922119140625,880.5445556640625,1037.528076171875,2121.32470703125
2020-09-18,500.7243957519531,357.42413330078125,872.8364868164062,1040.664794921875,2111.800048828125
2020-09-21,496.93572998046875,339.19268798828125,879.5864868164062,1018.165283203125,2125.0751953125
2020-09-22,490.35284423828125,342.7713317871094,877.49609375,997.990234375,2174.76904296875
2020-09-23,495.9648132324219,340.3049621582031,888.1654052734375,1006.859130859375,2126.9287109375
2020-09-24,487.9848937988281,324.68487548828125,849.538330078125,984.4725341796875,2010.3868408203125
2020-09-25,494.4256896972656,337.2099304199219,880.9364624023438,993.7250366210938,2088.00927734375
2020-09-28,499.2562561035156,351.089111328125,880.02197265625,1000.2920532226562,2091.457763671875
2020-09-29,503.2107849121094,345.3343200683594,878.8026733398438,1013.290771484375,2144.986572265625
2020-09-30,510.8117980957031,343.10980224609375,878.1493530273438,1008.46142578125,2148.34912109375
2020-10-01,524.238037109375,357.085693359375,886.33642578125,1004.354248046875,2175.2001953125
2020-10-05,527.7425537109375,360.8576965332031,913.3798217773438,998.464111328125,2332.384765625
2020-10-06,541.831787109375,368.1116027832031,919.5202026367188,997.6292114257812,2339.7119140625
2020-10-07,550.4274291992188,370.0943298339844,928.9266357421875,1018.9100341796875,2358.37353515625
2020-10-08,564.4219970703125,374.78521728515625,952.5731811523438,1010.6729736328125,2435.737548828125
2020-10-09,584.1942138671875,388.3257751464844,963.98291015625,1008.05517578125,2424.747314453125
2020-10-12,574.7699584960938,390.7921142578125,986.0181274414062,1009.6801147460938,2439.44482421875
2020-10-13,567.5712890625,383.2480773925781,1008.4019775390625,1029.3812255859375,2436.47021484375
2020-10-14,573.7516479492188,393.451904296875,990.2860717773438,1032.4503173828125,2432.185546875
2020-10-15,553.7425537109375,378.17034912109375,965.2459716796875,995.8914184570312,2372.4541015625
2020-10-16,567.99755859375,383.10302734375,982.01171875,982.0352172851562,2392.10498046875
2020-10-19,569.9866943359375,403.4139404296875,980.6181640625,982.2156982421875,2347.306640625
2020-10-20,579.6478271484375,400.9959716796875,990.721435546875,973.053466796875,2371.068603515625
2020-10-21,590.421875,406.5089111328125,1000.17138671875,958.9263916015625,2316.0126953125
2020-10-22,584.0758666992188,399.35174560546875,983.3616943359375,950.9601440429688,2312.33349609375
2020-10-23,585.2598266601562,403.26885986328125,988.1594848632812,953.7133178710938,2325.881591796875
2020-10-26,573.4674682617188,391.17901611328125,979.312255859375,915.822998046875,2327.09326171875
2020-10-27,583.9811401367188,396.4985656738281,960.29736328125,918.26025390625,2276.841064453125
2020-10-28,572.851806640625,383.05462646484375,947.7088623046875,907.8567504882812,2269.95947265625
2020-10-29,562.243408203125,386.7782897949219,946.2123413085938,914.8299560546875,2279.005126953125
2020-10-30,560.5148315429688,379.71783447265625,933.667724609375,927.287109375,2306.880615234375
2020-11-02,575.5275268554688,403.7524719238281,943.9674682617188,847.3766479492188,2254.72314453125
2020-11-03,591.013916015625,429.28619384765625,935.3843994140625,835.167724609375,2279.8271484375
2020-11-04,595.4893188476562,422.70928955078125,963.0263061523438,863.5120849609375,2296.751953125
2020-11-05,601.07763671875,424.1117248535156,971.8735961914062,882.3783569335938,2324.9287109375
2020-11-06,619.287109375,428.2706298828125,979.5764770507812,915.8455200195312,2343.757080078125
2020-11-09,634.8681030273438,447.5177001953125,1000.528076171875,925.5719604492188,2360.33447265625
2020-11-10,660.0156860351562,467.9736633300781,960.4735717773438,940.8500366210938,2293.678466796875
2020-11-11,658.2633666992188,470.5851135253906,988.1594848632812,901.4249877929688,2326.74658203125
2020-11-12,649.6203002929688,461.0583190917969,983.9779663085938,893.6619262695312,2312.24658203125
2020-11-13,643.5111083984375,469.6178894042969,989.6560668945312,901.06396484375,2299.95458984375
2020-11-14,648.6731567382812,470.9236145019531,997.7989501953125,903.7268676757812,2311.64013671875
2020-11-17,667.0247802734375,470.44000244140625,989.2158203125,899.6422119140625,2307.918212890625
2020-11-18,667.1431274414062,481.3208312988281,977.6397094726562,896.91162109375,2273.810546875
2020-11-19,650.8753662109375,463.04107666015625,965.4912109375,890.5701904296875,2282.68408203125
2020-11-20,664.7515258789062,464.4434814453125,971.30126953125,857.3287353515625,2302.897705078125
2020-11-23,660.465576171875,452.88555908203125,1003.43310546875,880.4376220703125,2358.300537109375
2020-11-24,681.114013671875,462.5091247558594,1003.6091918945312,886.4629516601562,2356.3955078125
2020-11-25,664.3489990234375,457.1895751953125,982.1293334960938,879.128662109375,2338.433349609375
2020-11-26,675.6441040039062,459.7042236328125,979.9724731445312,881.2951049804688,2355.141357421875
2020-11-27,682.3690185546875,457.8182373046875,968.3524169921875,871.0044555664062,2319.691650390625
2020-12-01,678.79345703125,469.18267822265625,1001.6724853515625,882.3333129882812,2360.50732421875
2020-12-02,666.3143310546875,464.68524169921875,1004.3573608398438,883.8001098632812,2380.201904296875
2020-12-03,652.22509765625,466.0393371582031,991.63671875,886.4629516601562,2345.48876953125
2020-12-04,656.2032470703125,485.5765380859375,998.8555297851562,878.6547241210938,2361.1572265625
2020-12-07,649.8807983398438,493.7008972167969,1006.646240234375,883.8226928710938,2369.94384765625
2020-12-08,651.7989501953125,491.7181701660156,1015.3174438476562,899.8679809570312,2421.537353515625
2020-12-09,666.4327392578125,494.7164306640625,1034.552490234375,914.8525390625,2433.224853515625
2020-12-10,656.3217163085938,490.31573486328125,1027.994140625,905.8482055664062,2410.28369140625
2020-12-11,654.8772583007812,498.536865234375,1023.9886474609375,905.306640625,2409.677978515625
2020-12-14,649.83349609375,508.5472106933594,1025.177001953125,898.7621459960938,2421.8837890625
2020-12-15,658.9027709960938,501.0515441894531,1016.4178466796875,891.1119384765625,2390.590576171875
2020-12-16,668.09033203125,495.6352844238281,1026.189208984375,892.1047973632812,2436.167236328125
2020-12-17,682.8189697265625,493.6524963378906,1020.4672241210938,896.1895141601562,2456.943603515625
2020-12-18,668.3981323242188,500.1810302734375,1047.4051513671875,898.875,2476.6806640625
2020-12-21,650.0703735351562,478.27423095703125,1036.4012451171875,875.4727172851562,2441.318115234375
2020-12-22,650.283447265625,483.8839416503906,1074.4310302734375,874.1188354492188,2486.635986328125
2020-12-23,651.4910278320312,487.0756530761719,1103.0853271484375,877.3458251953125,2518.016845703125
2020-12-24,661.6494750976562,496.69915771484375,1088.1197509765625,900.0485229492188,2518.53564453125
2020-12-28,669.1085815429688,503.03424072265625,1091.8614501953125,904.1783447265625,2535.892333984375
2020-12-29,675.904541015625,511.44879150390625,1100.6644287109375,898.197998046875,2536.84423828125
2020-12-30,678.4146118164062,511.4004211425781,1097.5833740234375,900.6578369140625,2518.492431640625
2020-12-31,680.2141723632812,517.4937133789062,1105.506103515625,896.0541381835938,2478.19580078125
2021-01-01,674.8864135742188,510.1913757324219,1109.599609375,897.0470581054688,2534.897216796875
2021-01-04,670.600341796875,514.2536010742188,1134.0726318359375,898.55908203125,2631.159423828125
2021-01-05,675.6677856445312,519.6214599609375,1138.9583740234375,887.3882446289062,2677.5166015625
2021-01-06,672.7552490234375,528.7614135742188,1128.65869140625,863.986083984375,2641.591064453125
2021-01-07,670.7188110351562,523.34521484375,1111.09619140625,862.5869140625,2625.402587890625
2021-01-08,678.011962890625,524.2640380859375,1155.068115234375,872.7647705078125,2701.668212890625
2021-01-11,687.3889770507812,526.8270874023438,1211.496826171875,856.3131713867188,2749.755615234375
2021-01-12,701.3836669921875,530.018798828125,1207.579345703125,883.3036499023438,2748.371337890625
2021-01-13,696.48193359375,538.2399291992188,1221.1363525390625,875.0665893554688,2734.60693359375
2021-01-14,695.5820922851562,535.1448974609375,1206.47900390625,884.9059448242188,2819.38720703125
2021-01-15,694.587646484375,525.182861328125,1183.9866943359375,874.4572143554688,2804.339111328125
2021-01-18,702.3780517578125,515.6560668945312,1155.0244140625,895.44482421875,2794.2783203125
2021-01-19,712.2050170898438,528.5196533203125,1159.0736083984375,910.0909423828125,2828.060546875
2021-01-20,706.5930786132812,532.9203491210938,1179.14501953125,927.3773193359375,2869.778076171875
2021-01-21,698.4473876953125,534.5646362304688,1179.3651123046875,947.552490234375,2839.465576171875
2021-01-22,683.647705078125,516.2847290039062,1180.37744140625,925.0755615234375,2864.834716796875
2021-01-25,692.7879638671875,520.3953247070312,1166.512451171875,876.0595703125,2854.599853515625
2021-01-27,667.5693969726562,505.2104187011719,1145.2967529296875,855.297607421875,2828.364013671875
2021-01-28,649.5020141601562,510.9168701171875,1123.464599609375,846.970458984375,2772.421875
2021-01-29,658.5238647460938,519.3796997070312,1090.7608642578125,831.3538818359375,2698.52685546875
2021-02-01,699.3707275390625,583.9878540039062,1109.9957275390625,855.4330444335938,2722.812255859375
2021-02-02,739.0574951171875,597.0932006835938,1119.107177734375,869.1991577148438,2778.406982421875
2021-02-03,745.8060913085938,601.9291381835938,1130.9031982421875,871.3882446289062,2775.4580078125
2021-02-04,747.842529296875,607.6839599609375,1126.23779296875,868.5220336914062,2765.396728515625
2021-02-05,756.6038208007812,593.9982299804688,1119.8553466796875,868.2738647460938,2738.94384765625
2021-02-08,760.2268676757812,608.9412231445312,1147.54150390625,880.7760620117188,2787.64404296875
2021-02-09,763.3525390625,612.5682373046875,1149.3023681640625,882.8974609375,2755.379150390625
2021-02-10,749.0975341796875,611.4075927734375,1141.3353271484375,891.0892333984375,2786.949951171875
2021-02-11,744.6458129882812,609.9568481445312,1137.9459228515625,927.8287353515625,2780.6181640625
2021-02-12,749.1922607421875,626.3506469726562,1153.043701171875,921.4647216796875,2767.43505859375
2021-02-15,765.60205078125,651.8361206054688,1152.911376953125,917.4027099609375,2723.245361328125
2021-02-16,770.3616333007812,636.7479248046875,1135.9652099609375,929.5437622070312,2696.315185546875
2021-02-17,751.3470458984375,635.78076171875,1127.9544677734375,940.2632446289062,2665.352294921875
2021-02-18,736.0975952148438,623.4974975585938,1137.77001953125,933.2449340820312,2651.69140625
2021-02-19,728.89892578125,603.5733642578125,1136.7578125,938.931884765625,2664.26806640625
2021-02-22,733.1138916015625,589.8392944335938,1113.78125,906.3447265625,2565.91357421875
2021-02-23,724.186767578125,596.0776977539062,1114.7935791015625,913.2728881835938,2584.77783203125
2021-02-24,760.795166015625,620.06396484375,1121.7923583984375,930.220947265625,2556.937744140625
2021-02-25,760.7714233398438,607.3938598632812,1122.0123291015625,967.8404541015625,2597.874755859375
2021-02-26,726.6731567382812,578.1364135742188,1103.305419921875,941.4141845703125,2510.27587890625
2021-03-01,738.2760620117188,588.3886108398438,1115.3658447265625,948.5905151367188,2536.2080078125
2021-03-02,742.680419921875,590.4679565429688,1148.3775634765625,950.5313110351562,2607.458251953125
2021-03-03,751.5128173828125,611.3591918945312,1182.75439453125,993.9055786132812,2653.209716796875
2021-03-04,735.0320434570312,600.3817138671875,1171.1339111328125,982.0578002929688,2645.056396484375
2021-03-05,724.5894165039062,589.452392578125,1159.11767578125,983.3440551757812,2608.932861328125
2021-03-08,719.61669921875,588.098388671875,1175.887939453125,988.9408569335938,2607.978515625
