Date,Tickers,Close
2020-03-23,HDFCBANK.NS,365.39666748046875
2020-03-24,HDFCBANK.NS,363.5733947753906
2020-03-25,HDFCBANK.NS,405.746337890625
2020-03-26,HDFCBANK.NS,426.7499694824219
2020-03-27,HDFCBANK.NS,428.3365173339844
2020-03-30,HDFCBANK.NS,393.8592834472656
2020-03-31,HDFCBANK.NS,408.18536376953125
2020-04-01,HDFCBANK.NS,392.91217041015625
2020-04-03,HDFCBANK.NS,385.4294128417969
2020-04-07,HDFCBANK.NS,424.38201904296875
2020-04-08,HDFCBANK.NS,420.9721984863281
2020-04-09,HDFCBANK.NS,438.0924072265625
2020-04-13,HDFCBANK.NS,424.02685546875
2020-04-15,HDFCBANK.NS,408.848388671875
2020-04-16,HDFCBANK.NS,416.6388854980469
2020-04-17,HDFCBANK.NS,431.1069641113281
2020-04-20,HDFCBANK.NS,447.4694519042969
2020-04-21,HDFCBANK.NS,436.48223876953125
2020-04-22,HDFCBANK.NS,439.7735900878906
2020-04-23,HDFCBANK.NS,452.2527160644531
2020-04-24,HDFCBANK.NS,444.2490234375
2020-04-27,HDFCBANK.NS,440.2945861816406
2020-04-28,HDFCBANK.NS,441.0997009277344
2020-04-29,HDFCBANK.NS,462.74261474609375
2020-04-30,HDFCBANK.NS,474.4402770996094
2020-05-04,HDFCBANK.NS,437.12158203125
2020-05-05,HDFCBANK.NS,431.651611328125
2020-05-06,HDFCBANK.NS,448.2035217285156
2020-05-07,HDFCBANK.NS,438.0686950683594
2020-05-08,HDFCBANK.NS,439.9867858886719
2020-05-11,HDFCBANK.NS,433.7117004394531
2020-05-12,HDFCBANK.NS,426.9630432128906
2020-05-13,HDFCBANK.NS,439.32373046875
2020-05-14,HDFCBANK.NS,423.2453918457031
2020-05-15,HDFCBANK.NS,420.6170349121094
2020-05-18,HDFCBANK.NS,396.227294921875
2020-05-19,HDFCBANK.NS,393.3857116699219
2020-05-20,HDFCBANK.NS,405.9120788574219
2020-05-21,HDFCBANK.NS,407.0724182128906
2020-05-22,HDFCBANK.NS,397.26910400390625
2020-05-26,HDFCBANK.NS,403.6862487792969
2020-05-27,HDFCBANK.NS,427.9576416015625
2020-05-28,HDFCBANK.NS,447.6589050292969
2020-05-29,HDFCBANK.NS,450.68988037109375
2020-06-01,HDFCBANK.NS,467.739013671875
2020-06-02,HDFCBANK.NS,474.0614013671875
2020-06-03,HDFCBANK.NS,484.1251525878906
2020-06-04,HDFCBANK.NS,474.39288330078125
2020-06-05,HDFCBANK.NS,489.3819580078125
2020-06-08,HDFCBANK.NS,481.1178894042969
2020-06-09,HDFCBANK.NS,467.5732421875
2020-06-10,HDFCBANK.NS,469.7280578613281
2020-06-11,HDFCBANK.NS,458.7171325683594
2020-06-12,HDFCBANK.NS,465.41845703125
2020-06-15,HDFCBANK.NS,449.83734130859375
2020-06-16,HDFCBANK.NS,469.0413818359375
2020-06-17,HDFCBANK.NS,463.7608642578125
2020-06-18,HDFCBANK.NS,483.035888671875
2020-06-19,HDFCBANK.NS,489.3819580078125
2020-06-22,HDFCBANK.NS,487.2034912109375
2020-06-23,HDFCBANK.NS,493.6205749511719
2020-06-24,HDFCBANK.NS,488.97943115234375
2020-06-25,HDFCBANK.NS,487.2034912109375
2020-06-26,HDFCBANK.NS,500.32183837890625
2020-06-29,HDFCBANK.NS,509.60418701171875
2020-06-30,HDFCBANK.NS,504.7735595703125
2020-07-01,HDFCBANK.NS,513.6533203125
2020-07-02,HDFCBANK.NS,515.9265747070312
2020-07-03,HDFCBANK.NS,508.6096496582031
2020-07-06,HDFCBANK.NS,522.3673095703125
2020-07-07,HDFCBANK.NS,523.3856201171875
2020-07-08,HDFCBANK.NS,525.8482055664062
2020-07-09,HDFCBANK.NS,532.7626953125
2020-07-10,HDFCBANK.NS,523.3618774414062
2020-07-13,HDFCBANK.NS,511.59326171875
2020-07-14,HDFCBANK.NS,501.4584655761719
2020-07-15,HDFCBANK.NS,498.759033203125
2020-07-16,HDFCBANK.NS,503.2107238769531
2020-07-17,HDFCBANK.NS,520.2124633789062
2020-07-20,HDFCBANK.NS,536.5986328125
2020-07-21,HDFCBANK.NS,539.2034301757812
2020-07-22,HDFCBANK.NS,533.4255981445312
2020-07-23,HDFCBANK.NS,535.3436889648438
2020-07-24,HDFCBANK.NS,529.9920654296875
2020-07-27,HDFCBANK.NS,511.2380676269531
2020-07-28,HDFCBANK.NS,514.6242065429688
2020-07-29,HDFCBANK.NS,504.1815490722656
2020-07-30,HDFCBANK.NS,497.5750732421875
2020-07-31,HDFCBANK.NS,489.1214904785156
2020-08-03,HDFCBANK.NS,474.5350341796875
2020-08-04,HDFCBANK.NS,493.3127746582031
2020-08-05,HDFCBANK.NS,486.63519287109375
2020-08-06,HDFCBANK.NS,492.86279296875
2020-08-07,HDFCBANK.NS,494.3545837402344
2020-08-10,HDFCBANK.NS,497.5750732421875
2020-08-11,HDFCBANK.NS,505.15252685546875
2020-08-12,HDFCBANK.NS,503.75543212890625
2020-08-13,HDFCBANK.NS,501.5531921386719
2020-08-14,HDFCBANK.NS,489.90289306640625
2020-08-17,HDFCBANK.NS,489.09783935546875
2020-08-18,HDFCBANK.NS,500.34552001953125
2020-08-19,HDFCBANK.NS,505.1287841796875
2020-08-20,HDFCBANK.NS,501.5295104980469
2020-08-21,HDFCBANK.NS,514.1506958007812
2020-08-24,HDFCBANK.NS,529.0213012695312
2020-08-25,HDFCBANK.NS,530.2761840820312
2020-08-26,HDFCBANK.NS,529.6842651367188
2020-08-27,HDFCBANK.NS,526.6769409179688
2020-08-28,HDFCBANK.NS,527.8135986328125
2020-08-31,HDFCBANK.NS,528.4530029296875
2020-09-01,HDFCBANK.NS,533.8756713867188
2020-09-02,HDFCBANK.NS,537.11962890625
2020-09-03,HDFCBANK.NS,535.5804443359375
2020-09-04,HDFCBANK.NS,530.0868530273438
2020-09-07,HDFCBANK.NS,525.9192504882812
2020-09-08,HDFCBANK.NS,526.8427124023438
2020-09-09,HDFCBANK.NS,519.2890014648438
2020-09-10,HDFCBANK.NS,516.47119140625
2020-09-11,HDFCBANK.NS,510.8355407714844
2020-09-14,HDFCBANK.NS,501.0321960449219
2020-09-15,HDFCBANK.NS,506.9757080078125
2020-09-16,HDFCBANK.NS,517.9393310546875
2020-09-17,HDFCBANK.NS,513.1797485351562
2020-09-18,HDFCBANK.NS,500.72442626953125
2020-09-21,HDFCBANK.NS,496.9356994628906
2020-09-22,HDFCBANK.NS,490.3528137207031
2020-09-23,HDFCBANK.NS,495.96484375
2020-09-24,HDFCBANK.NS,487.9848937988281
2020-09-25,HDFCBANK.NS,494.4256896972656
2020-09-28,HDFCBANK.NS,499.2562561035156
2020-09-29,HDFCBANK.NS,503.2107238769531
2020-09-30,HDFCBANK.NS,510.8118591308594
2020-10-01,HDFCBANK.NS,524.238037109375
2020-10-05,HDFCBANK.NS,527.7425537109375
2020-10-06,HDFCBANK.NS,541.8318481445312
2020-10-07,HDFCBANK.NS,550.4274291992188
2020-10-08,HDFCBANK.NS,564.4219360351562
2020-10-09,HDFCBANK.NS,584.1943359375
2020-10-12,HDFCBANK.NS,574.7698364257812
2020-10-13,HDFCBANK.NS,567.5712890625
2020-10-14,HDFCBANK.NS,573.7515869140625
2020-10-15,HDFCBANK.NS,553.7425537109375
2020-10-16,HDFCBANK.NS,567.99755859375
2020-10-19,HDFCBANK.NS,569.986572265625
2020-10-20,HDFCBANK.NS,579.6478271484375
2020-10-21,HDFCBANK.NS,590.4219360351562
2020-10-22,HDFCBANK.NS,584.0758666992188
2020-10-23,HDFCBANK.NS,585.2598876953125
2020-10-26,HDFCBANK.NS,573.467529296875
2020-10-27,HDFCBANK.NS,583.9811401367188
2020-10-28,HDFCBANK.NS,572.851806640625
2020-10-29,HDFCBANK.NS,562.243408203125
2020-10-30,HDFCBANK.NS,560.5149536132812
2020-11-02,HDFCBANK.NS,575.5276489257812
2020-11-03,HDFCBANK.NS,591.013916015625
2020-11-04,HDFCBANK.NS,595.4893798828125
2020-11-05,HDFCBANK.NS,601.0775756835938
2020-11-06,HDFCBANK.NS,619.287109375
2020-11-09,HDFCBANK.NS,634.8681640625
2020-11-10,HDFCBANK.NS,660.015625
2020-11-11,HDFCBANK.NS,658.2633666992188
2020-11-12,HDFCBANK.NS,649.6204223632812
2020-11-13,HDFCBANK.NS,643.5111694335938
2020-11-14,HDFCBANK.NS,648.6731567382812
2020-11-17,HDFCBANK.NS,667.0247192382812
2020-11-18,HDFCBANK.NS,667.1431884765625
2020-11-19,HDFCBANK.NS,650.8754272460938
2020-11-20,HDFCBANK.NS,664.7515869140625
2020-11-23,HDFCBANK.NS,660.4656372070312
2020-11-24,HDFCBANK.NS,681.1139526367188
2020-11-25,HDFCBANK.NS,664.3489990234375
2020-11-26,HDFCBANK.NS,675.64404296875
2020-11-27,HDFCBANK.NS,682.3689575195312
2020-12-01,HDFCBANK.NS,678.7933959960938
2020-12-02,HDFCBANK.NS,666.3143310546875
2020-12-03,HDFCBANK.NS,652.22509765625
2020-12-04,HDFCBANK.NS,656.2033081054688
2020-12-07,HDFCBANK.NS,649.880859375
2020-12-08,HDFCBANK.NS,651.7988891601562
2020-12-09,HDFCBANK.NS,666.4326782226562
2020-12-10,HDFCBANK.NS,656.3216552734375
2020-12-11,HDFCBANK.NS,654.8773193359375
2020-12-14,HDFCBANK.NS,649.83349609375
2020-12-15,HDFCBANK.NS,658.9026489257812
2020-12-16,HDFCBANK.NS,668.09033203125
2020-12-17,HDFCBANK.NS,682.8189697265625
2020-12-18,HDFCBANK.NS,668.3981323242188
2020-12-21,HDFCBANK.NS,650.0702514648438
2020-12-22,HDFCBANK.NS,650.283447265625
2020-12-23,HDFCBANK.NS,651.4910888671875
2020-12-24,HDFCBANK.NS,661.6495361328125
2020-12-28,HDFCBANK.NS,669.1085205078125
2020-12-29,HDFCBANK.NS,675.904541015625
2020-12-30,HDFCBANK.NS,678.4146118164062
2020-12-31,HDFCBANK.NS,680.2142944335938
2021-01-01,HDFCBANK.NS,674.8864135742188
2021-01-04,HDFCBANK.NS,670.600341796875
2021-01-05,HDFCBANK.NS,675.6676635742188
2021-01-06,HDFCBANK.NS,672.7551879882812
2021-01-07,HDFCBANK.NS,670.7188110351562
2021-01-08,HDFCBANK.NS,678.0120239257812
2021-01-11,HDFCBANK.NS,687.3889770507812
2021-01-12,HDFCBANK.NS,701.383544921875
2021-01-13,HDFCBANK.NS,696.4818725585938
2021-01-14,HDFCBANK.NS,695.5820922851562
2021-01-15,HDFCBANK.NS,694.5875854492188
2021-01-18,HDFCBANK.NS,702.3781127929688
2021-01-19,HDFCBANK.NS,712.2049560546875
2021-01-20,HDFCBANK.NS,706.5929565429688
2021-01-21,HDFCBANK.NS,698.4473876953125
2021-01-22,HDFCBANK.NS,683.647705078125
2021-01-25,HDFCBANK.NS,692.7879638671875
2021-01-27,HDFCBANK.NS,667.5693969726562
2021-01-28,HDFCBANK.NS,649.5020141601562
2021-01-29,HDFCBANK.NS,658.52392578125
2021-02-01,HDFCBANK.NS,699.370849609375
2021-02-02,HDFCBANK.NS,739.0575561523438
2021-02-03,HDFCBANK.NS,745.80615234375
2021-02-04,HDFCBANK.NS,747.8425903320312
2021-02-05,HDFCBANK.NS,756.6038208007812
2021-02-08,HDFCBANK.NS,760.2268676757812
2021-02-09,HDFCBANK.NS,763.3526000976562
2021-02-10,HDFCBANK.NS,749.0975341796875
2021-02-11,HDFCBANK.NS,744.6458129882812
2021-02-12,HDFCBANK.NS,749.1922607421875
2021-02-15,HDFCBANK.NS,765.60205078125
2021-02-16,HDFCBANK.NS,770.3616333007812
2021-02-17,HDFCBANK.NS,751.34716796875
2021-02-18,HDFCBANK.NS,736.0975341796875
2021-02-19,HDFCBANK.NS,728.8990478515625
2021-02-22,HDFCBANK.NS,733.1139526367188
2021-02-23,HDFCBANK.NS,724.1868286132812
2021-02-24,HDFCBANK.NS,760.7951049804688
2021-02-25,HDFCBANK.NS,760.771484375
2021-02-26,HDFCBANK.NS,726.6731567382812
2021-03-01,HDFCBANK.NS,738.276123046875
2021-03-02,HDFCBANK.NS,742.680419921875
2021-03-03,HDFCBANK.NS,751.5128173828125
2021-03-04,HDFCBANK.NS,735.0320434570312
2021-03-05,HDFCBANK.NS,724.5894165039062
2021-03-08,HDFCBANK.NS,719.6166381835938
2021-03-09,HDFCBANK.NS,739.9808959960938
2021-03-10,HDFCBANK.NS,736.7843017578125
2021-03-12,HDFCBANK.NS,734.9845581054688
2021-03-15,HDFCBANK.NS,723.9500122070312
2021-03-16,HDFCBANK.NS,716.1358032226562
2021-03-17,HDFCBANK.NS,708.1795654296875
2021-03-18,HDFCBANK.NS,706.1194458007812
2021-03-19,HDFCBANK.NS,709.19775390625
2021-03-22,HDFCBANK.NS,695.7716064453125
2021-03-23,HDFCBANK.NS,710.4528198242188
2021-03-24,HDFCBANK.NS,700.3416748046875
2021-03-25,HDFCBANK.NS,693.0247192382812
2021-03-26,HDFCBANK.NS,706.2615966796875
2021-03-30,HDFCBANK.NS,735.8134155273438
2021-03-31,HDFCBANK.NS,707.37451171875
2021-04-01,HDFCBANK.NS,704.106689453125
2021-04-05,HDFCBANK.NS,686.5128784179688
2021-04-06,HDFCBANK.NS,682.0848999023438
2021-04-07,HDFCBANK.NS,685.376220703125
2021-04-08,HDFCBANK.NS,678.556640625
2021-04-09,HDFCBANK.NS,673.323486328125
2021-04-12,HDFCBANK.NS,647.4183349609375
2021-04-13,HDFCBANK.NS,663.1886596679688
2021-04-15,HDFCBANK.NS,677.2778930664062
2021-04-16,HDFCBANK.NS,676.5912475585938
2021-04-19,HDFCBANK.NS,668.8954467773438
2021-04-20,HDFCBANK.NS,658.9501342773438
2021-04-22,HDFCBANK.NS,673.6787109375
2021-04-23,HDFCBANK.NS,669.7242431640625
2021-04-26,HDFCBANK.NS,665.2962036132812
2021-04-27,HDFCBANK.NS,681.350830078125
2021-04-28,HDFCBANK.NS,699.39453125
2021-04-29,HDFCBANK.NS,697.3580322265625
2021-04-30,HDFCBANK.NS,668.84814453125
2021-05-03,HDFCBANK.NS,669.8662109375
2021-05-04,HDFCBANK.NS,657.505615234375
2021-05-05,HDFCBANK.NS,664.2543334960938
2021-05-06,HDFCBANK.NS,663.4491577148438
2021-05-07,HDFCBANK.NS,670.0083618164062
2021-05-10,HDFCBANK.NS,672.4236450195312
2021-05-11,HDFCBANK.NS,664.7041625976562
2021-05-12,HDFCBANK.NS,662.7861328125
2021-05-14,HDFCBANK.NS,656.7952880859375
2021-05-17,HDFCBANK.NS,682.0848999023438
2021-05-18,HDFCBANK.NS,699.3471069335938
2021-05-19,HDFCBANK.NS,690.5858154296875
2021-05-20,HDFCBANK.NS,678.556640625
2021-05-21,HDFCBANK.NS,709.1030883789062
2021-05-24,HDFCBANK.NS,715.0938720703125
2021-05-25,HDFCBANK.NS,700.4126586914062
2021-05-26,HDFCBANK.NS,699.5128784179688
2021-05-27,HDFCBANK.NS,702.1649780273438
2021-05-28,HDFCBANK.NS,712.0155639648438
2021-05-31,HDFCBANK.NS,717.8880615234375
2021-06-01,HDFCBANK.NS,715.9227294921875
2021-06-02,HDFCBANK.NS,712.2760620117188
2021-06-03,HDFCBANK.NS,720.114013671875
2021-06-04,HDFCBANK.NS,710.83154296875
2021-06-07,HDFCBANK.NS,710.3107299804688
2021-06-08,HDFCBANK.NS,702.3544311523438
2021-06-09,HDFCBANK.NS,701.0520629882812
2021-06-10,HDFCBANK.NS,701.4073486328125
2021-06-11,HDFCBANK.NS,703.9172973632812
2021-06-14,HDFCBANK.NS,700.6494750976562
2021-06-15,HDFCBANK.NS,705.7643432617188
2021-06-16,HDFCBANK.NS,703.0884399414062
2021-06-17,HDFCBANK.NS,694.3270874023438
2021-06-18,HDFCBANK.NS,700.8152465820312
2021-06-21,HDFCBANK.NS,705.0301513671875
2021-06-22,HDFCBANK.NS,702.7095947265625
2021-06-23,HDFCBANK.NS,703.5147705078125
2021-06-24,HDFCBANK.NS,713.3416748046875
2021-06-25,HDFCBANK.NS,717.532958984375
2021-06-28,HDFCBANK.NS,714.336181640625
2021-06-29,HDFCBANK.NS,714.4313354492188
2021-06-30,HDFCBANK.NS,712.4573974609375
2021-07-01,HDFCBANK.NS,707.154052734375
2021-07-02,HDFCBANK.NS,704.1338500976562
2021-07-05,HDFCBANK.NS,711.2921142578125
2021-07-06,HDFCBANK.NS,729.9608764648438
2021-07-07,HDFCBANK.NS,732.243896484375
2021-07-08,HDFCBANK.NS,723.18310546875
2021-07-09,HDFCBANK.NS,714.4075317382812
2021-07-12,HDFCBANK.NS,707.27294921875
2021-07-13,HDFCBANK.NS,714.336181640625
2021-07-14,HDFCBANK.NS,713.0519409179688
2021-07-15,HDFCBANK.NS,723.302001953125
2021-07-16,HDFCBANK.NS,724.0867309570312
2021-07-19,HDFCBANK.NS,699.662841796875
2021-07-20,HDFCBANK.NS,686.416259765625
2021-07-22,HDFCBANK.NS,689.0560302734375
2021-07-23,HDFCBANK.NS,686.2260131835938
2021-07-26,HDFCBANK.NS,682.3258056640625
2021-07-27,HDFCBANK.NS,684.799072265625
2021-07-28,HDFCBANK.NS,674.1209716796875
2021-07-29,HDFCBANK.NS,674.5728759765625
2021-07-30,HDFCBANK.NS,678.4730834960938
2021-08-02,HDFCBANK.NS,676.6657104492188
2021-08-03,HDFCBANK.NS,682.3970947265625
2021-08-04,HDFCBANK.NS,696.95166015625
2021-08-05,HDFCBANK.NS,706.2503051757812
2021-08-06,HDFCBANK.NS,709.9603881835938
2021-08-09,HDFCBANK.NS,715.311279296875
2021-08-10,HDFCBANK.NS,717.094970703125
2021-08-11,HDFCBANK.NS,711.0542602539062
2021-08-12,HDFCBANK.NS,714.1221313476562
2021-08-13,HDFCBANK.NS,725.9180297851562
2021-08-16,HDFCBANK.NS,728.0107421875
2021-08-17,HDFCBANK.NS,720.4243774414062
2021-08-18,HDFCBANK.NS,719.6395263671875
2021-08-20,HDFCBANK.NS,720.471923828125
2021-08-23,HDFCBANK.NS,725.1569213867188
2021-08-24,HDFCBANK.NS,741.4474487304688
2021-08-25,HDFCBANK.NS,740.7578735351562
2021-08-26,HDFCBANK.NS,739.5211181640625
2021-08-27,HDFCBANK.NS,736.5008544921875
2021-08-30,HDFCBANK.NS,745.9185180664062
2021-08-31,HDFCBANK.NS,752.1732177734375
2021-09-01,HDFCBANK.NS,751.0791625976562
2021-09-02,HDFCBANK.NS,755.7879638671875
2021-09-03,HDFCBANK.NS,749.6286010742188
2021-09-06,HDFCBANK.NS,744.7056274414062
2021-09-07,HDFCBANK.NS,746.3941650390625
2021-09-08,HDFCBANK.NS,749.7949829101562
2021-09-09,HDFCBANK.NS,746.0850219726562
2021-09-13,HDFCBANK.NS,739.8779907226562
2021-09-14,HDFCBANK.NS,736.5484619140625
2021-09-15,HDFCBANK.NS,735.7161254882812
2021-09-16,HDFCBANK.NS,741.9706420898438
2021-09-17,HDFCBANK.NS,752.5299072265625
2021-09-20,HDFCBANK.NS,741.923095703125
2021-09-21,HDFCBANK.NS,738.1655883789062
2021-09-22,HDFCBANK.NS,729.4852294921875
2021-09-23,HDFCBANK.NS,746.7509765625
2021-09-24,HDFCBANK.NS,761.7572021484375
2021-09-27,HDFCBANK.NS,772.95849609375
2021-09-28,HDFCBANK.NS,768.1783447265625
2021-09-29,HDFCBANK.NS,758.0948486328125
2021-09-30,HDFCBANK.NS,758.6180419921875
2021-10-01,HDFCBANK.NS,752.7913818359375
2021-10-04,HDFCBANK.NS,754.2422485351562
2021-10-05,HDFCBANK.NS,758.8558349609375
2021-10-06,HDFCBANK.NS,768.1070556640625
2021-10-07,HDFCBANK.NS,766.01416015625
2021-10-08,HDFCBANK.NS,762.2804565429688
2021-10-11,HDFCBANK.NS,777.0965576171875
2021-10-12,HDFCBANK.NS,775.098876953125
2021-10-13,HDFCBANK.NS,779.7601928710938
2021-10-14,HDFCBANK.NS,802.5906982421875
2021-10-18,HDFCBANK.NS,794.4573364257812
2021-10-19,HDFCBANK.NS,803.2090454101562
2021-10-20,HDFCBANK.NS,796.1458129882812
2021-10-21,HDFCBANK.NS,797.3111572265625
2021-10-22,HDFCBANK.NS,799.427734375
2021-10-25,HDFCBANK.NS,788.1312866210938
2021-10-26,HDFCBANK.NS,786.1099243164062
2021-10-27,HDFCBANK.NS,781.3773803710938
2021-10-28,HDFCBANK.NS,757.9759521484375
2021-10-29,HDFCBANK.NS,752.86279296875
2021-11-01,HDFCBANK.NS,763.5409545898438
2021-11-02,HDFCBANK.NS,764.2305297851562
2021-11-03,HDFCBANK.NS,752.1969604492188
2021-11-04,HDFCBANK.NS,758.1423950195312
2021-11-08,HDFCBANK.NS,761.1389770507812
2021-11-09,HDFCBANK.NS,747.821044921875
2021-11-10,HDFCBANK.NS,739.7352905273438
2021-11-11,HDFCBANK.NS,736.4295654296875
2021-11-12,HDFCBANK.NS,738.6651000976562
2021-11-15,HDFCBANK.NS,740.6865234375
2021-11-16,HDFCBANK.NS,736.286865234375
2021-11-17,HDFCBANK.NS,728.1058349609375
2021-11-18,HDFCBANK.NS,732.1963500976562
2021-11-22,HDFCBANK.NS,720.7572631835938
2021-11-23,HDFCBANK.NS,720.8524169921875
2021-11-24,HDFCBANK.NS,722.0415649414062
2021-11-25,HDFCBANK.NS,725.799072265625
2021-11-26,HDFCBANK.NS,708.65234375
2021-11-29,HDFCBANK.NS,714.0508422851562
2021-11-30,HDFCBANK.NS,710.3883666992188
2021-12-01,HDFCBANK.NS,715.66796875
2021-12-02,HDFCBANK.NS,725.7039184570312
2021-12-03,HDFCBANK.NS,719.9011840820312
2021-12-06,HDFCBANK.NS,715.263671875
2021-12-07,HDFCBANK.NS,725.6801147460938
2021-12-08,HDFCBANK.NS,739.0455322265625
2021-12-09,HDFCBANK.NS,726.2271728515625
2021-12-10,HDFCBANK.NS,724.181884765625
2021-12-13,HDFCBANK.NS,718.7595825195312
2021-12-14,HDFCBANK.NS,714.6215209960938
2021-12-15,HDFCBANK.NS,713.456298828125
2021-12-16,HDFCBANK.NS,713.5038452148438
2021-12-17,HDFCBANK.NS,700.6378173828125
2021-12-20,HDFCBANK.NS,678.0926513671875
2021-12-21,HDFCBANK.NS,685.7742309570312
2021-12-22,HDFCBANK.NS,687.3912963867188
2021-12-23,HDFCBANK.NS,686.8681030273438
2021-12-24,HDFCBANK.NS,684.3948364257812
2021-12-27,HDFCBANK.NS,690.054931640625
2021-12-28,HDFCBANK.NS,694.8112182617188
2021-12-29,HDFCBANK.NS,691.505615234375
2021-12-30,HDFCBANK.NS,695.1442260742188
2021-12-31,HDFCBANK.NS,703.6581420898438
2022-01-03,HDFCBANK.NS,722.8025512695312
2022-01-04,HDFCBANK.NS,727.0357055664062
2022-01-05,HDFCBANK.NS,744.3013916015625
2022-01-06,HDFCBANK.NS,732.3628540039062
2022-01-07,HDFCBANK.NS,737.4998168945312
2022-01-10,HDFCBANK.NS,741.5902099609375
2022-01-11,HDFCBANK.NS,744.8007202148438
2022-01-12,HDFCBANK.NS,740.401123046875
2022-01-13,HDFCBANK.NS,726.7741088867188
2022-01-14,HDFCBANK.NS,734.9313354492188
2022-01-17,HDFCBANK.NS,723.6824340820312
2022-01-18,HDFCBANK.NS,727.36865234375
2022-01-19,HDFCBANK.NS,722.2318115234375
2022-01-20,HDFCBANK.NS,717.7369995117188
2022-01-21,HDFCBANK.NS,723.72998046875
2022-01-24,HDFCBANK.NS,707.1065063476562
2022-01-25,HDFCBANK.NS,707.7724609375
2022-01-27,HDFCBANK.NS,701.54150390625
2022-01-28,HDFCBANK.NS,695.9766845703125
2022-01-31,HDFCBANK.NS,706.6546630859375
2022-02-01,HDFCBANK.NS,712.0293579101562
2022-02-02,HDFCBANK.NS,728.2960815429688
2022-02-03,HDFCBANK.NS,720.7572631835938
2022-02-04,HDFCBANK.NS,724.87158203125
2022-02-07,HDFCBANK.NS,698.3071899414062
2022-02-08,HDFCBANK.NS,695.3107299804688
2022-02-09,HDFCBANK.NS,712.314697265625
2022-02-10,HDFCBANK.NS,725.394775390625
2022-02-11,HDFCBANK.NS,722.4219970703125
2022-02-14,HDFCBANK.NS,700.947021484375
2022-02-15,HDFCBANK.NS,721.9226684570312
2022-02-16,HDFCBANK.NS,720.9475708007812
2022-02-17,HDFCBANK.NS,716.5478515625
2022-02-18,HDFCBANK.NS,719.3303833007812
2022-02-21,HDFCBANK.NS,723.9678344726562
2022-02-22,HDFCBANK.NS,718.5455322265625
2022-02-23,HDFCBANK.NS,713.8843383789062
2022-02-24,HDFCBANK.NS,675.119873046875
2022-02-25,HDFCBANK.NS,692.5758056640625
2022-02-28,HDFCBANK.NS,678.3779296875
2022-03-02,HDFCBANK.NS,653.6448974609375
2022-03-03,HDFCBANK.NS,652.0989379882812
2022-03-04,HDFCBANK.NS,649.9586791992188
2022-03-07,HDFCBANK.NS,630.1246337890625
