Date,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,KOTAKBANK.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,TCS.NS,WIPRO.NS
2020-01-02,0.6374261124869163,0.07745839366750662,0.7172604921700021,-0.29179023416096017,-0.14934907254290364,0.2482204958968337,0.4707949572275494,1.7024423192112836,-0.45904250956674275,0.2422221014500403
2020-01-03,-1.4260786408008097,-0.5469401616082781,-0.3237120507125102,1.5380422397965,-0.8644622550690317,-1.0313931472631932,0.31237775159533854,0.1204972123692638,1.99288465292784,1.1276897330161129
2020-01-06,-2.1641360276915433,-0.6225997550475482,-2.4403744633487934,-0.958431926224601,-0.27457771020775734,-2.9203564780867497,-1.7127407549675677,-2.3192207006125787,-0.009057862172123787,0.41813740057861093
2020-01-07,1.5834484214015898,0.27409081529181645,-0.5326180621499144,-1.4820358777719589,1.107380241655731,0.44303878313785017,-0.39602357935777377,1.538473475956681,0.24538776223563818,1.209595800642571
2020-01-08,-0.26177432384933974,0.45036237597329,0.5832912145230518,-1.33259195272859,-0.9576023753806284,-0.5428733627830584,-1.8290312506340278,-0.7510185851387408,2.2395034311693207,-0.1567335138869752
2020-01-09,1.1214547853510837,0.2954389395033896,3.86917331700265,1.301870538888883,0.6163736941792397,2.7390833417846983,0.20250753579171832,2.3031224899771274,-1.8135059566660283,-0.4513317073781664
2020-01-10,0.8887670680772786,0.9793195271766253,-1.1074417149162907,1.4569316333259197,1.180140416482578,1.4194984248301123,0.3637934625458472,-0.022614289822753264,-0.0361500495748901,-0.7490646274716739
2020-01-13,0.2572742056133892,2.0905637654372367,-0.3054309305936642,4.795787083146896,0.37990289147300516,0.3028480040031978,1.0471035593539346,-0.25520782131910336,-1.0481137685343311,1.2115176232448066
2020-01-14,0.2721675825940517,0.6993089391777119,-0.18566185710363614,0.2714637287893451,-0.8456071728059844,0.46376464671258333,-0.31883378216290836,-0.9263411071235961,0.7556133470542292,0.9419229789836336
2020-01-15,-0.4071232730492369,0.6396990398428448,-0.3720261414892012,-1.0442972132049477,-0.07156852585831208,1.3016571929729492,-0.3198717998930012,-0.3628861182325305,0.9062357325161807,-3.4797833119718957
